Date,Campaign,Campaign Type,Creative Format,Region,Country,Impressions,Clicks,CTR,Frequency,Reach,Spends,CPC,CPM,Views,Completion Rate,CPCV,CPS,Conversions,Revenue,ROAS,Viewability
30-Oct-25,DanubeH_Awareness_Rest Of Oman_SFF_PROS_Oct25,Awareness,Native,Rest of Oman,OMAN,"3,165",21,0.66%,2.75,"1,149",19.94,0.12,6.30,,,,,,,,89.91%
30-Oct-25,DanubeH_Awareness_Bahrain-EN_SAF_PROS_Oct25,Awareness,Native,Bahrain EN,Bahrain,852,6,0.70%,0.49,"1,746",5.37,0.03,6.30,,,,,,,,91.25%
30-Oct-25,DanubeH_Awareness_Bahrain-AR_SAF_PROS_Oct25,Awareness,Native,Bahrain AR,Bahrain,"73,507",528,0.72%,2.89,"25,435",463.09,2.79,6.30,,,,,,,,90.26%
31-Oct-25,DanubeH_Awareness_Dubai_SFF_PROS_Oct25,Awareness,Display,Dubai,United Arab Emirates,"18,661",104,0.56%,2.84,"6,561",126.89,0.76,6.80,,,,,,,,89.92%
31-Oct-25,DanubeH_Awareness_Abu DhabiDhabi_SFF_PROS_Oct25,Awareness,Display,Abu Dhabi & Al Ain,United Arab Emirates,"64,477",326,0.51%,2.69,"23,971",438.44,2.64,6.80,,,,,,,,89.81%
31-Oct-25,DanubeH_Awareness_Rest Of United Arab Emirates_SFF_PROS_Oct25,Awareness,Display,Rest of United Arab Emirates,United Arab Emirates,"30,166",133,0.44%,2.71,"11,114",205.13,1.24,6.80,,,,,,,,89.40%
31-Oct-25,DanubeH_Awareness_Muscat_SFF_PROS_Oct25,Awareness,Display,Muscat,OMAN,"14,501",42,0.29%,3.47,"4,174",91.36,0.55,6.30,,,,,,,,91.91%
31-Oct-25,DanubeH_Awareness_Rest Of Oman_SFF_PROS_Oct25,Awareness,Display,Rest of Oman,OMAN,"33,222",176,0.53%,2.91,"11,426",209.30,1.26,6.30,,,,,,,,90.25%
31-Oct-25,DanubeH_Awareness_Bahrain-EN_SAF_PROS_Oct25,Awareness,Display,Bahrain EN,Bahrain,946,5,0.53%,5.77,164,5.96,0.04,6.30,,,,,,,,89.30%
31-Oct-25,DanubeH_Awareness_Bahrain-AR_SAF_PROS_Oct25,Awareness,Display,Bahrain AR,Bahrain,"23,228",115,0.50%,2.85,"8,138",146.34,0.88,6.30,,,,,,,,91.25%
31-Oct-25,DanubeH_Awareness_Dubai_SFF_PROS_Oct25,Awareness,Native,Dubai,United Arab Emirates,"122,825",876,0.71%,2.89,"42,530",835.21,5.03,6.80,,,,,,,,90.83%
31-Oct-25,DanubeH_Awareness_Abu DhabiDhabi_SFF_PROS_Oct25,Awareness,Native,Abu Dhabi & Al Ain,United Arab Emirates,"424,373","2,752",0.65%,2.73,"155,393",2885.74,17.38,6.80,,,,,,,,90.05%
31-Oct-25,DanubeH_Awareness_Rest Of United Arab Emirates_SFF_PROS_Oct25,Awareness,Native,Rest of United Arab Emirates,United Arab Emirates,"198,547","1,125",0.57%,2.76,"72,047",1350.12,8.13,6.80,,,,,,,,89.66%
31-Oct-25,DanubeH_Awareness_Muscat_SFF_PROS_Oct25,Awareness,Native,Muscat,OMAN,"95,443",354,0.37%,3.53,"27,061",601.29,3.62,6.30,,,,,,,,90.09%
31-Oct-25,DanubeH_Awareness_Rest Of Oman_SFF_PROS_Oct25,Awareness,Native,Rest of Oman,OMAN,"218,657","1,489",0.68%,2.95,"74,070",1377.54,8.30,6.30,,,,,,,,91.65%
31-Oct-25,DanubeH_Awareness_Bahrain-EN_SAF_PROS_Oct25,Awareness,Native,Bahrain EN,Bahrain,"6,224",42,0.67%,5.87,"1,061",39.21,0.24,6.30,,,,,,,,89.80%
31-Oct-25,DanubeH_Awareness_Bahrain-AR_SAF_PROS_Oct25,Awareness,Native,Bahrain AR,Bahrain,"152,883",976,0.64%,2.9,"52,756",963.16,5.80,6.30,,,,,,,,90.24%
31-Oct-25,DanubeH_Awareness_Dubai_SFF_PROS_Oct25,Awareness,HTML,Dubai,United Arab Emirates,"31,946",183,0.57%,2.88,"11,099",217.23,1.31,6.80,,,,,,,,89.65%
31-Oct-25,DanubeH_Awareness_Abu DhabiDhabi_SFF_PROS_Oct25,Awareness,HTML,Abu Dhabi & Al Ain,United Arab Emirates,"110,377",574,0.52%,2.72,"40,553",750.56,4.52,6.80,,,,,,,,91.80%
31-Oct-25,DanubeH_Awareness_Rest Of United Arab Emirates_SFF_PROS_Oct25,Awareness,HTML,Rest of United Arab Emirates,United Arab Emirates,"51,641",235,0.46%,2.75,"18,802",351.16,2.12,6.80,,,,,,,,91.79%
31-Oct-25,DanubeH_Awareness_Muscat_SFF_PROS_Oct25,Awareness,HTML,Muscat,OMAN,"24,824",74,0.30%,3.52,"7,062",156.39,0.94,6.30,,,,,,,,91.57%
31-Oct-25,DanubeH_Awareness_Rest Of Oman_SFF_PROS_Oct25,Awareness,HTML,Rest of Oman,OMAN,"56,872",310,0.55%,2.94,"19,330",358.29,2.16,6.30,,,,,,,,90.80%
31-Oct-25,DanubeH_Awareness_Bahrain-EN_SAF_PROS_Oct25,Awareness,HTML,Bahrain EN,Bahrain,"1,619",9,0.56%,5.84,277,10.20,0.06,6.30,,,,,,,,89.48%
31-Oct-25,DanubeH_Awareness_Bahrain-AR_SAF_PROS_Oct25,Awareness,HTML,Bahrain AR,Bahrain,"39,764",203,0.51%,2.89,"13,768",250.51,1.51,6.30,,,,,,,,91.58%
26-Oct-25,DanubeH_Awareness_Dubai_SFF_VID_PROS_Oct25,Awareness,Video,Dubai,United Arab Emirates,"27,494",0,0,3.18,8642,987.80,0,0,"22,972",83.55%,0.043,,,,,89.55%
26-Oct-25,DanubeH_Awareness_Abu DhabiDhabi_SFF_VID_PROS_Oct25,Awareness,Video,Abu Dhabi & Al Ain,United Arab Emirates,"25,176",0,0,3.3,7629,801.65,0,0,"18,643",74.05%,0.043,,,,,90.07%
26-Oct-25,DanubeH_Awareness_Rest Of United Arab Emirates_SFF_VID_PROS_Oct25,Awareness,Video,Rest of United Arab Emirates,United Arab Emirates,"19,982",0,0,2.98,"6,714",635.54,0,0,"14,780",73.97%,0.043,,,,,89.25%
27-Oct-25,DanubeH_Awareness_Dubai_SFF_VID_PROS_Oct25,Awareness,Video,Dubai,United Arab Emirates,"18,329",0,0,3.23,"5,678",667.92,0,0,"15,533",84.75%,0.043,,,,,89.03%
27-Oct-25,DanubeH_Awareness_Abu DhabiDhabi_SFF_VID_PROS_Oct25,Awareness,Video,Abu Dhabi & Al Ain,United Arab Emirates,"16,784",0,0,3.32,"5,048",544.34,0,0,"12,659",75.42%,0.043,,,,,90.73%
27-Oct-25,DanubeH_Awareness_Rest Of United Arab Emirates_SFF_VID_PROS_Oct25,Awareness,Video,Rest of United Arab Emirates,United Arab Emirates,"13,322",0,0,3.09,"4,314",435.50,0,0,"10,128",76.02%,0.043,,,,,90.18%
20-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML - Two Products,Bahrain EN,Bahrain,"8,025",52,0.65%,5.42,1481,50.56,0.97,6.3,,,,,,,,89.43%
20-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML - Two Products,Bahrain AR,Bahrain,"7,836",48,0.61%,6.03,1299,49.37,1.03,6.3,,,,,,,,89.58%
21-Nov-25,DanubeH_Awareness_HTML_Dubai_MRS_PROS_Nov25,Awareness,HTML - Two Products,Dubai,United Arab Emirates,"6,108",41,0.67%,0.91,6695,42.76,1.04,7,,,,,,,,90.90%
21-Nov-25,DanubeH_Awareness_HTML_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,HTML - Two Products,Abu Dhabi,United Arab Emirates,"7,926",54,0.68%,0.92,8570,55.48,1.03,7,,,,,,,,90.12%
21-Nov-25,DanubeH_Awareness_HTML_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,HTML - Two Products,Rest of United Arab Emirates,United Arab Emirates,"2,641",15,0.57%,0.94,2817,18.49,1.23,7,,,,,,,,91.96%
21-Nov-25,DanubeH_Awareness_HTML_Muscat_BRS_PROS_Nov25,Awareness,HTML - Two Products,Muscat,Oman,"3,802",24,0.63%,0.94,4029,23.95,1,6.3,,,,,,,,91.76%
21-Nov-25,DanubeH_Awareness_HTML_Rest Of Oman_BRS_PROS_Nov25,Awareness,HTML - Two Products,Rest of Oman,Oman,"3,209",21,0.65%,0.93,3435,20.22,0.96,6.3,,,,,,,,90.68%
21-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML - Two Products,Bahrain EN,Bahrain,"4,074",29,0.71%,0.92,4436,25.67,0.89,6.3,,,,,,,,90.43%
21-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML - Two Products,Bahrain AR,Bahrain,"9,956",67,0.67%,0.92,10802,62.72,0.94,6.3,,,,,,,,91.20%
21-Nov-25,DanubeH_Awareness_HTML_Dubai_MRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Dubai,United Arab Emirates,"6,084",34,0.56%,1.04,5832,42.59,1.25,7,,,,,,,,89.24%
21-Nov-25,DanubeH_Awareness_HTML_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Abu Dhabi,United Arab Emirates,"7,895",45,0.57%,1.06,7465,55.27,1.23,7,,,,,,,,91.32%
21-Nov-25,DanubeH_Awareness_HTML_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Rest of United Arab Emirates,United Arab Emirates,"2,631",13,0.49%,1.07,2454,18.42,1.42,7,,,,,,,,90.71%
21-Nov-25,DanubeH_Awareness_HTML_Muscat_BRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Muscat,Oman,"3,787",20,0.53%,1.08,3510,23.86,1.19,6.3,,,,,,,,89.49%
21-Nov-25,DanubeH_Awareness_HTML_Rest Of Oman_BRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Rest of Oman,Oman,"3,196",17,0.53%,1.07,2992,20.13,1.18,6.3,,,,,,,,90.81%
21-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Bahrain EN,Bahrain,"4,058",24,0.59%,1.05,3864,25.57,1.07,6.3,,,,,,,,90.90%
21-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Bahrain AR,Bahrain,"9,917",57,0.57%,1.05,9410,62.48,1.1,6.3,,,,,,,,89.01%
21-Nov-25,DanubeH_Awareness_HTML_Dubai_MRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Dubai,United Arab Emirates,"1,219",5,0.41%,1.34,913,8.53,1.71,7,,,,,,,,91.26%
21-Nov-25,DanubeH_Awareness_HTML_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Abu Dhabi,United Arab Emirates,"1,582",6,0.38%,1.35,"1,169",11.07,1.85,7,,,,,,,,90.43%
21-Nov-25,DanubeH_Awareness_HTML_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Rest of United Arab Emirates,United Arab Emirates,527,2,0.38%,1.37,384,3.69,1.84,7,,,,,,,,90.22%
21-Nov-25,DanubeH_Awareness_HTML_Muscat_BRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Muscat,Oman,759,3,0.40%,1.38,549,4.78,1.59,6.3,,,,,,,,89.71%
21-Nov-25,DanubeH_Awareness_HTML_Rest Of Oman_BRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Rest of Oman,Oman,640,2,0.31%,1.37,468,4.03,2.02,6.3,,,,,,,,90.73%
21-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Bahrain EN,Bahrain,813,3,0.37%,1.34,605,5.12,1.71,6.3,,,,,,,,89.96%
21-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Bahrain AR,Bahrain,"1,987",8,0.40%,1.35,1473,12.52,1.56,6.3,,,,,,,,91.73%
21-Nov-25,DanubeH_Awareness_HTML_Dubai_MRS_PROS_Nov25,Awareness,Display,Dubai,United Arab Emirates,15237,99,0.65%,6.49,2349,106.66,1.08,7,,,,,,,,90.42%
21-Nov-25,DanubeH_Awareness_HTML_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,Display,Abu Dhabi,United Arab Emirates,19772,130,0.66%,6.58,3007,138.4,1.06,7,,,,,,,,91.87%
21-Nov-25,DanubeH_Awareness_HTML_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,Display,Rest of United Arab Emirates,United Arab Emirates,6588,37,0.56%,6.66,989,46.12,1.25,7,,,,,,,,90.07%
21-Nov-25,DanubeH_Awareness_HTML_Muscat_BRS_PROS_Nov25,Awareness,Display,Muscat,Oman,9485,58,0.61%,6.71,1414,59.76,1.03,6.3,,,,,,,,90.66%
21-Nov-25,DanubeH_Awareness_HTML_Rest Of Oman_BRS_PROS_Nov25,Awareness,Display,Rest of Oman,Oman,8004,50,0.62%,6.64,1205,50.43,1.01,6.3,,,,,,,,91.79%
21-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,Display,Bahrain EN,Bahrain,10164,70,0.69%,6.53,1556,64.03,0.91,6.3,,,,,,,,90.96%
21-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,Display,Bahrain AR,Bahrain,24836,164,0.66%,6.55,3790,156.47,0.95,6.3,,,,,,,,91.48%
21-Nov-25,DanubeH_Awareness_HTML_Dubai_MRS_PROS_Nov25,Awareness,Native,Dubai,United Arab Emirates,23771,149,0.63%,6.37,3729,166.4,1.12,7,,,,,,,,91.16%
21-Nov-25,DanubeH_Awareness_HTML_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,Native,Abu Dhabi,United Arab Emirates,30846,196,0.64%,6.46,4773,215.92,1.1,7,,,,,,,,90.80%
21-Nov-25,DanubeH_Awareness_HTML_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,Native,Rest of United Arab Emirates,United Arab Emirates,10278,56,0.54%,6.55,1569,71.95,1.28,7,,,,,,,,89.09%
21-Nov-25,DanubeH_Awareness_HTML_Muscat_BRS_PROS_Nov25,Awareness,Native,Muscat,Oman,14798,88,0.59%,6.59,2244,93.23,1.06,6.3,,,,,,,,91.15%
21-Nov-25,DanubeH_Awareness_HTML_Rest Of Oman_BRS_PROS_Nov25,Awareness,Native,Rest of Oman,Oman,12488,76,0.61%,6.53,1913,78.67,1.04,6.3,,,,,,,,89.97%
21-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,Native,Bahrain EN,Bahrain,15857,106,0.67%,6.42,2470,99.9,0.94,6.3,,,,,,,,89.21%
21-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,Native,Bahrain AR,Bahrain,38748,246,0.63%,6.44,6016,244.11,0.99,6.3,,,,,,,,90.18%
21-Nov-25,DanubeH_Awareness_Carousel_Dubai_MRS_PROS_Nov25,Awareness,Carousel,Dubai,United Arab Emirates,8237,43,0.52%,6.21,1326,57.66,1.34,7,,,,,,,,89.65%
21-Nov-25,DanubeH_Awareness_Carousel_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,Carousel,Abu Dhabi,United Arab Emirates,10689,57,0.53%,6.3,1697,74.82,1.31,7,,,,,,,,90.71%
21-Nov-25,DanubeH_Awareness_Carousel_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,Carousel,Rest of United Arab Emirates,United Arab Emirates,3562,16,0.45%,6.38,558,24.93,1.56,7,,,,,,,,90.97%
21-Nov-25,DanubeH_Awareness_Carousel_Muscat_BRS_PROS_Nov25,Awareness,Carousel,Muscat,Oman,5128,25,0.49%,6.43,798,32.31,1.29,6.3,,,,,,,,89.34%
21-Nov-25,DanubeH_Awareness_Carousel_Rest Of Oman_BRS_PROS_Nov25,Awareness,Carousel,Rest of Oman,Oman,4327,22,0.51%,6.36,680,27.26,1.24,6.3,,,,,,,,90.79%
21-Nov-25,DanubeH_Awareness_Carousel_Bahrain_EN_BRS_PROS_Nov25,Awareness,Carousel,Bahrain EN,Bahrain,5495,31,0.56%,6.26,878,34.62,1.12,6.3,,,,,,,,91.02%
21-Nov-25,DanubeH_Awareness_Carousel_Bahrain_AR_BRS_PROS_Nov25,Awareness,Carousel,Bahrain AR,Bahrain,13427,71,0.53%,6.28,2139,84.59,1.19,6.3,,,,,,,,91.87%
22-Nov-25,DanubeH_Awareness_HTML_Dubai_MRS_PROS_Nov25,Awareness,HTML - Two Products,Dubai,United Arab Emirates,"111,864",715,0.64%,3.44,32534,783.05,1.1,7,,,,,,,,91.28%
22-Nov-25,DanubeH_Awareness_HTML_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,HTML - Two Products,Abu Dhabi,United Arab Emirates,"83,958",545,0.65%,3.36,25005,587.71,1.08,7,,,,,,,,91.55%
22-Nov-25,DanubeH_Awareness_HTML_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,HTML - Two Products,Rest of United Arab Emirates,United Arab Emirates,"38,582",219,0.57%,3.43,11259,270.07,1.23,7,,,,,,,,89.28%
22-Nov-25,DanubeH_Awareness_HTML_Muscat_BRS_PROS_Nov25,Awareness,HTML - Two Products,Muscat,Oman,"73,730",463,0.63%,3.39,21735,464.5,1,6.3,,,,,,,,89.12%
22-Nov-25,DanubeH_Awareness_HTML_Rest Of Oman_BRS_PROS_Nov25,Awareness,HTML - Two Products,Rest of Oman,Oman,"38,032",239,0.63%,3.38,11250,239.6,1,6.3,,,,,,,,90.96%
22-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML - Two Products,Bahrain EN,Bahrain,"28,978",191,0.66%,3.35,8660,182.56,0.96,6.3,,,,,,,,89.42%
22-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML - Two Products,Bahrain AR,Bahrain,"65,091",416,0.64%,3.45,18867,410.07,0.99,6.3,,,,,,,,90.93%
22-Nov-25,DanubeH_Awareness_HTML_Dubai_MRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Dubai,United Arab Emirates,"95,244",601,0.63%,3.04,31345,666.71,1.11,7,,,,,,,,90.92%
22-Nov-25,DanubeH_Awareness_HTML_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Abu Dhabi,United Arab Emirates,"71,484",458,0.64%,2.97,24092,500.39,1.09,7,,,,,,,,91.24%
22-Nov-25,DanubeH_Awareness_HTML_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Rest of United Arab Emirates,United Arab Emirates,"32,850",184,0.56%,3.03,10847,229.95,1.25,7,,,,,,,,89.35%
22-Nov-25,DanubeH_Awareness_HTML_Muscat_BRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Muscat,Oman,"62,776",390,0.62%,3,20941,395.49,1.01,6.3,,,,,,,,89.78%
22-Nov-25,DanubeH_Awareness_HTML_Rest Of Oman_BRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Rest of Oman,Oman,"32,382",201,0.62%,2.99,10839,204.01,1.01,6.3,,,,,,,,89.30%
22-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Bahrain EN,Bahrain,"24,673",161,0.65%,2.96,8344,155.44,0.97,6.3,,,,,,,,90.88%
22-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML -Vertical Scrolling,Bahrain AR,Bahrain,"55,420",350,0.63%,3.05,18178,349.15,1,6.3,,,,,,,,89.10%
22-Nov-25,DanubeH_Awareness_HTML_Dubai_MRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Dubai,United Arab Emirates,"12,916",81,0.63%,2.73,4734,90.41,1.12,7,,,,,,,,91.73%
22-Nov-25,DanubeH_Awareness_HTML_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Abu Dhabi,United Arab Emirates,"9,694",62,0.64%,2.66,"3,639",67.86,1.09,7,,,,,,,,89.88%
22-Nov-25,DanubeH_Awareness_HTML_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Rest of United Arab Emirates,United Arab Emirates,"4,455",25,0.56%,2.72,1638,31.19,1.25,7,,,,,,,,91.52%
22-Nov-25,DanubeH_Awareness_HTML_Muscat_BRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Muscat,Oman,"8,513",53,0.62%,2.69,3163,53.63,1.01,6.3,,,,,,,,92.00%
22-Nov-25,DanubeH_Awareness_HTML_Rest Of Oman_BRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Rest of Oman,Oman,"4,391",27,0.61%,2.68,1637,27.66,1.02,6.3,,,,,,,,89.98%
22-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Bahrain EN,Bahrain,"3,346",22,0.66%,2.66,1260,21.08,0.96,6.3,,,,,,,,90.49%
22-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML - 4 products showcase,Bahrain AR,Bahrain,"7,516",47,0.63%,2.74,2746,47.35,1.01,6.3,,,,,,,,90.32%
22-Nov-25,DanubeH_Awareness_HTML_Dubai_MRS_PROS_Nov25,Awareness,Display,Dubai,United Arab Emirates,42259,242,0.57%,2.74,15424,295.81,1.22,7,,,,,,,,91.87%
22-Nov-25,DanubeH_Awareness_HTML_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,Display,Abu Dhabi,United Arab Emirates,31717,185,0.58%,2.68,11855,222.02,1.2,7,,,,,,,,91.39%
22-Nov-25,DanubeH_Awareness_HTML_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,Display,Rest of United Arab Emirates,United Arab Emirates,14575,74,0.51%,2.73,5338,102.03,1.38,7,,,,,,,,91.76%
22-Nov-25,DanubeH_Awareness_HTML_Muscat_BRS_PROS_Nov25,Awareness,Display,Muscat,Oman,27853,157,0.56%,2.7,10304,175.47,1.12,6.3,,,,,,,,91.28%
22-Nov-25,DanubeH_Awareness_HTML_Rest Of Oman_BRS_PROS_Nov25,Awareness,Display,Rest of Oman,Oman,14367,81,0.56%,2.69,5333,90.51,1.12,6.3,,,,,,,,90.72%
22-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,Display,Bahrain EN,Bahrain,10947,65,0.59%,2.67,4106,68.97,1.06,6.3,,,,,,,,89.72%
22-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,Display,Bahrain AR,Bahrain,24589,141,0.57%,2.75,8945,154.91,1.1,6.3,,,,,,,,90.81%
22-Nov-25,DanubeH_Awareness_HTML_Dubai_MRS_PROS_Nov25,Awareness,Native,Dubai,United Arab Emirates,45706,278,0.61%,2.36,19337,319.94,1.15,7,,,,,,,,89.23%
22-Nov-25,DanubeH_Awareness_HTML_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,Native,Abu Dhabi,United Arab Emirates,34304,212,0.62%,2.31,14862,240.13,1.13,7,,,,,,,,91.46%
22-Nov-25,DanubeH_Awareness_HTML_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,Native,Rest of United Arab Emirates,United Arab Emirates,15764,85,0.54%,2.36,6692,110.35,1.3,7,,,,,,,,89.30%
22-Nov-25,DanubeH_Awareness_HTML_Muscat_BRS_PROS_Nov25,Awareness,Native,Muscat,Oman,30125,180,0.60%,2.33,12918,189.79,1.05,6.3,,,,,,,,90.88%
22-Nov-25,DanubeH_Awareness_HTML_Rest Of Oman_BRS_PROS_Nov25,Awareness,Native,Rest of Oman,Oman,15539,93,0.60%,2.32,6686,97.9,1.05,6.3,,,,,,,,91.02%
22-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,Native,Bahrain EN,Bahrain,11840,74,0.63%,2.3,5147,74.59,1.01,6.3,,,,,,,,89.02%
22-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,Native,Bahrain AR,Bahrain,26595,162,0.61%,2.37,11214,167.55,1.03,6.3,,,,,,,,90.59%
22-Nov-25,DanubeH_Awareness_Carousel_Dubai_MRS_PROS_Nov25,Awareness,Carousel,Dubai,United Arab Emirates,14108,80,0.57%,2.99,4713,98.76,1.23,7,,,,,,,,91.11%
22-Nov-25,DanubeH_Awareness_Carousel_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,Carousel,Abu Dhabi,United Arab Emirates,10589,61,0.58%,2.92,3622,74.12,1.22,7,,,,,,,,89.73%
22-Nov-25,DanubeH_Awareness_Carousel_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,Carousel,Rest of United Arab Emirates,United Arab Emirates,4866,25,0.51%,2.98,1631,34.06,1.36,7,,,,,,,,91.63%
22-Nov-25,DanubeH_Awareness_Carousel_Muscat_BRS_PROS_Nov25,Awareness,Carousel,Muscat,Oman,9299,52,0.56%,2.95,3148,58.58,1.13,6.3,,,,,,,,89.98%
22-Nov-25,DanubeH_Awareness_Carousel_Rest Of Oman_BRS_PROS_Nov25,Awareness,Carousel,Rest of Oman,Oman,4796,27,0.56%,2.94,1630,30.21,1.12,6.3,,,,,,,,91.41%
22-Nov-25,DanubeH_Awareness_Carousel_Bahrain_EN_BRS_PROS_Nov25,Awareness,Carousel,Bahrain EN,Bahrain,3655,22,0.60%,2.91,1254,23.03,1.05,6.3,,,,,,,,89.97%
22-Nov-25,DanubeH_Awareness_Carousel_Bahrain_AR_BRS_PROS_Nov25,Awareness,Carousel,Bahrain AR,Bahrain,8209,47,0.57%,3,2733,51.72,1.1,6.3,,,,,,,,90.95%
23-Nov-25,DanubeH_Awareness_HTML_Dubai_MRS_PROS_Nov25,Awareness,HTML - Two Products,Dubai,United Arab Emirates,220864,1437,0.65%,2.92,75561,"1,546.05",1.08,7,,,,,,,,91.65%
23-Nov-25,DanubeH_Awareness_HTML_Abu DhabiDhabi&AlAin_MRS_PROS_Nov25,Awareness,HTML - Two Products,Abu Dhabi,United Arab Emirates,166904,1162,0.70%,2.99,55872,"1,168.33",1.01,7,,,,,,,,89.16%
23-Nov-25,DanubeH_Awareness_HTML_Rest Of United Arab Emirates_MRS_PROS_Nov25,Awareness,HTML - Two Products,Rest of United Arab Emirates,United Arab Emirates,49608,310,0.62%,3.02,16413,347.26,1.12,7,,,,,,,,90.88%
23-Nov-25,DanubeH_Awareness_HTML_Muscat_BRS_PROS_Nov25,Awareness,HTML - Two Products,Muscat,Oman,56802,373,0.66%,2.87,19824,357.85,0.96,6.3,,,,,,,,89.27%
23-Nov-25,DanubeH_Awareness_HTML_Rest Of Oman_BRS_PROS_Nov25,Awareness,HTML - Two Products,Rest of Oman,Oman,47739,260,0.54%,2.96,16155,300.76,1.16,6.3,,,,,,,,89.71%
23-Nov-25,DanubeH_Awareness_HTML_Bahrain_BRS_PROS_Nov25,Awareness,HTML - Two Products,Bahrain EN,Bahrain,25563,194,0.76%,2.97,8604,161.05,0.83,6.3,,,,,,,,91.51%
